id,VehicleMake,VehicleModel,VehicleManufactureYear,Year,SuggestionField
30163,Suzuki,SUZUKI GRAND VITARA 2.5 V6 JLX 5DR,20020101,2002,SUZUKI GRAND VITARA 2.5 V6 JLX 5DR 2002
30164,Suzuki,SUZUKI GRAND VITARA 2.5 V6 JLX 5DR,20030101,2003,SUZUKI GRAND VITARA 2.5 V6 JLX 5DR 2003
30165,SUZUKI,SUZUKI GRAND VITARA 2.5 V6 JLX 5DR,20040101,2004,SUZUKI GRAND VITARA 2.5 V6 JLX 5DR 2004
30166,SUZUKI,SUZUKI GRAND VITARA 2.5 V6 JLX 5DR,20050101,2005,SUZUKI GRAND VITARA 2.5 V6 JLX 5DR 2005
30167,Suzuki,SUZUKI GRAND VITARA XL-7,20011101,2001,SUZUKI GRAND VITARA XL-7 2001
30168,Suzuki,SUZUKI GRAND VITARA XL-7,20020101,2002,SUZUKI GRAND VITARA XL-7 2002
30169,Suzuki,SUZUKI GRAND VITARA XL-7,20030101,2003,SUZUKI GRAND VITARA XL-7 2003
30170,SUZUKI,SUZUKI GRAND VITARA XL-7,20040101,2004,SUZUKI GRAND VITARA XL-7 2004
30171,SUZUKI,SUZUKI GRAND VITARA XL-7,20050101,2005,SUZUKI GRAND VITARA XL-7 2005
30172,SUZUKI,SUZUKI GRAND VITARA XL-7,20060101,2006,SUZUKI GRAND VITARA XL-7 2006
30173,Suzuki,SUZUKI GRAND VITARA XL-7 LIMITED,20011101,2001,SUZUKI GRAND VITARA XL-7 LIMITED 2001
30174,Suzuki,SUZUKI GRAND VITARA XL-7 LIMITED,20020101,2002,SUZUKI GRAND VITARA XL-7 LIMITED 2002
30175,Suzuki,SUZUKI GRAND VITARA XL-7 LIMITED,20030101,2003,SUZUKI GRAND VITARA XL-7 LIMITED 2003
30176,SUZUKI,SUZUKI GRAND VITARA XL-7 LIMITED,20040101,2004,SUZUKI GRAND VITARA XL-7 LIMITED 2004
30177,SUZUKI,SUZUKI GRAND VITARA XL-7 LIMITED,20050101,2005,SUZUKI GRAND VITARA XL-7 LIMITED 2005
30178,SUZUKI,SUZUKI VITARA 1.6 GL,20151101,2015,SUZUKI VITARA 1.6 GL 2015
30179,SUZUKI,SUZUKI VITARA 1.6 GL+,20151101,2015,SUZUKI VITARA 1.6 GL+ 2015
30180,SUZUKI,SUZUKI VITARA 1.6 GL + ALLGRIP,20151101,2015,SUZUKI VITARA 1.6 GL + ALLGRIP 2015
30181,SUZUKI,SUZUKI VITARA 1.6 GLX A/T,20151101,2015,SUZUKI VITARA 1.6 GLX A/T 2015
30182,SUZUKI,SUZUKI VITARA 1.6 GLX ALLGRIP,20151101,2015,SUZUKI VITARA 1.6 GLX ALLGRIP 2015
30183,SUZUKI,SUZUKI GRAND VITARA 2.4 DUNE,20121001,2012,SUZUKI GRAND VITARA 2.4 DUNE 2012
30184,SUZUKI,SUZUKI GRAND VITARA 2.4 DUNE,20130101,2013,SUZUKI GRAND VITARA 2.4 DUNE 2013
30185,SUZUKI,SUZUKI GRAND VITARA 2.4 DUNE,20140101,2014,SUZUKI GRAND VITARA 2.4 DUNE 2014
30186,SUZUKI,SUZUKI GRAND VITARA 2.4 DUNE,20150101,2015,SUZUKI GRAND VITARA 2.4 DUNE 2015
30187,SUZUKI,SUZUKI GRAND VITARA 2.4 DUNE A/T,20121001,2012,SUZUKI GRAND VITARA 2.4 DUNE A/T 2012
30188,SUZUKI,SUZUKI GRAND VITARA 2.4 DUNE A/T,20130101,2013,SUZUKI GRAND VITARA 2.4 DUNE A/T 2013
30189,SUZUKI,SUZUKI GRAND VITARA 2.4 DUNE A/T,20140101,2014,SUZUKI GRAND VITARA 2.4 DUNE A/T 2014
30190,SUZUKI,SUZUKI GRAND VITARA 2.4 DUNE A/T,20150101,2015,SUZUKI GRAND VITARA 2.4 DUNE A/T 2015
30191,SUZUKI,SUZUKI GRAND VITARA 2.4 SUMMIT,20121001,2012,SUZUKI GRAND VITARA 2.4 SUMMIT 2012
30192,SUZUKI,SUZUKI GRAND VITARA 2.4 SUMMIT,20130101,2013,SUZUKI GRAND VITARA 2.4 SUMMIT 2013
30193,SUZUKI,SUZUKI GRAND VITARA 2.4 SUMMIT,20140101,2014,SUZUKI GRAND VITARA 2.4 SUMMIT 2014
30194,SUZUKI,SUZUKI GRAND VITARA 2.4 SUMMIT,20150101,2015,SUZUKI GRAND VITARA 2.4 SUMMIT 2015
30195,SUZUKI,SUZUKI GRAND VITARA 2.4 SUMMIT A/T,20121001,2012,SUZUKI GRAND VITARA 2.4 SUMMIT A/T 2012
30196,SUZUKI,SUZUKI GRAND VITARA 2.4 SUMMIT A/T,20130101,2013,SUZUKI GRAND VITARA 2.4 SUMMIT A/T 2013
30197,SUZUKI,SUZUKI GRAND VITARA 2.4 SUMMIT A/T,20140101,2014,SUZUKI GRAND VITARA 2.4 SUMMIT A/T 2014
30198,SUZUKI,SUZUKI GRAND VITARA 2.4 SUMMIT A/T,20150101,2015,SUZUKI GRAND VITARA 2.4 SUMMIT A/T 2015
30199,SUZUKI,SUZUKI GRAND VITARA 2.4,20080901,2008,SUZUKI GRAND VITARA 2.4 2008
30200,SUZUKI,SUZUKI GRAND VITARA 2.4,20090101,2009,SUZUKI GRAND VITARA 2.4 2009
30201,SUZUKI,SUZUKI GRAND VITARA 2.4,20100101,2010,SUZUKI GRAND VITARA 2.4 2010
30202,SUZUKI,SUZUKI GRAND VITARA 2.4,20110101,2011,SUZUKI GRAND VITARA 2.4 2011
30203,SUZUKI,SUZUKI GRAND VITARA 2.4,20120101,2012,SUZUKI GRAND VITARA 2.4 2012
30204,SUZUKI,SUZUKI GRAND VITARA 2.4 A/T,20080901,2008,SUZUKI GRAND VITARA 2.4 A/T 2008
30205,SUZUKI,SUZUKI GRAND VITARA 2.4 A/T,20090101,2009,SUZUKI GRAND VITARA 2.4 A/T 2009
30206,SUZUKI,SUZUKI GRAND VITARA 2.4 A/T,20100101,2010,SUZUKI GRAND VITARA 2.4 A/T 2010
30207,SUZUKI,SUZUKI GRAND VITARA 2.4 A/T,20110101,2011,SUZUKI GRAND VITARA 2.4 A/T 2011
30208,SUZUKI,SUZUKI GRAND VITARA 2.4 A/T,20120101,2012,SUZUKI GRAND VITARA 2.4 A/T 2012
30209,SUZUKI,SUZUKI GRAND VITARA 3.2 V6 A/T,20080901,2008,SUZUKI GRAND VITARA 3.2 V6 A/T 2008
30210,SUZUKI,SUZUKI GRAND VITARA 3.2 V6 A/T,20090101,2009,SUZUKI GRAND VITARA 3.2 V6 A/T 2009
30211,SUZUKI,SUZUKI GRAND VITARA 3.2 V6 A/T,20100101,2010,SUZUKI GRAND VITARA 3.2 V6 A/T 2010
30212,SUZUKI,SUZUKI GRAND VITARA 3.2 V6 A/T,20110101,2011,SUZUKI GRAND VITARA 3.2 V6 A/T 2011
30213,SUZUKI,SUZUKI SJ 410 Q,19840101,1984,SUZUKI SJ 410 Q 1984
30214,Suzuki,SUZUKI SJ 410 V,19840101,1984,SUZUKI SJ 410 V 1984
30215,Suzuki,SUZUKI SJ 410 V,19850101,1985,SUZUKI SJ 410 V 1985
30216,Suzuki,SUZUKI SJ 413 V,19860801,1986,SUZUKI SJ 413 V 1986
30217,Suzuki,SUZUKI SJ 410 V,19880101,1988,SUZUKI SJ 410 V 1988
30218,Suzuki,SUZUKI SJ 410 V,19890101,1989,SUZUKI SJ 410 V 1989
30219,SUZUKI,SUZUKI SJV 10 VTT,19860801,1986,SUZUKI SJV 10 VTT 1986
30220,Suzuki,SUZUKI SAMURAI S/W 3D,19930401,1993,SUZUKI SAMURAI S/W 3D 1993
30221,Suzuki,SUZUKI SAMURAI S/W 3D,19940101,1994,SUZUKI SAMURAI S/W 3D 1994
30222,Suzuki,SUZUKI SAMURAI S/W 3D,19950101,1995,SUZUKI SAMURAI S/W 3D 1995
30223,Suzuki,SUZUKI SAMURAI S/W 3D,19960101,1996,SUZUKI SAMURAI S/W 3D 1996
30224,Suzuki,SUZUKI SAMURAI S/W 3D,19970101,1997,SUZUKI SAMURAI S/W 3D 1997
30225,Suzuki,SUZUKI SAMURAI S/W 3D,19980101,1998,SUZUKI SAMURAI S/W 3D 1998
30226,Suzuki,SUZUKI SAMURAI S/W 3D,19990101,1999,SUZUKI SAMURAI S/W 3D 1999
30227,Suzuki,SUZUKI SAMURAI CONVERTIBLE,19970101,1997,SUZUKI SAMURAI CONVERTIBLE 1997
30228,Suzuki,SUZUKI SAMURAI CONVERTIBLE,19980101,1998,SUZUKI SAMURAI CONVERTIBLE 1998
30229,Suzuki,SUZUKI SAMURAI CONVERTIBLE,19990101,1999,SUZUKI SAMURAI CONVERTIBLE 1999
30230,Suzuki,SUZUKI SJ 413 QJX,19860801,1986,SUZUKI SJ 413 QJX 1986
30231,Suzuki,SUZUKI SJ 413 QJX P/U S/C,19880101,1988,SUZUKI SJ 413 QJX P/U S/C 1988
30232,Suzuki,SUZUKI SJ 413 QJX P/U S/C,19890101,1989,SUZUKI SJ 413 QJX P/U S/C 1989
30233,Suzuki,SUZUKI SJ 413 QJX LWB,19870601,1987,SUZUKI SJ 413 QJX LWB 1987
30234,Suzuki,SUZUKI SJ 413 QJX LWB P/U S/C,19880101,1988,SUZUKI SJ 413 QJX LWB P/U S/C 1988
30235,Suzuki,SUZUKI SJ 413 QJX LWB P/U S/C,19890101,1989,SUZUKI SJ 413 QJX LWB P/U S/C 1989
30236,SVM,SVM 3000 4X4 MK II,19900601,1990,SVM 3000 4X4 MK II 1990
30237,SVM,SVM 3000 4X4 MK II,19910101,1991,SVM 3000 4X4 MK II 1991
30238,TATA,TATA INDICA 1.4 LE,20061001,2006,TATA INDICA 1.4 LE 2006
30239,TATA,TATA INDICA 1.4 LE,20070101,2007,TATA INDICA 1.4 LE 2007
30240,TATA,TATA INDICA 1.4 LE,20080101,2008,TATA INDICA 1.4 LE 2008
30241,TATA,TATA INDICA 1.4 LE,20090101,2009,TATA INDICA 1.4 LE 2009
30242,TATA,TATA INDICA 1.4 LE,20100101,2010,TATA INDICA 1.4 LE 2010
30243,TATA,TATA INDICA 1.4 LE,20110101,2011,TATA INDICA 1.4 LE 2011
30244,TATA,TATA INDICA 1.4 LE,20120101,2012,TATA INDICA 1.4 LE 2012
30245,TATA,TATA INDICA 1.4 LE,20130101,2013,TATA INDICA 1.4 LE 2013
30246,TATA,TATA INDICA 1.4 LE,20140101,2014,TATA INDICA 1.4 LE 2014
30247,TATA,TATA INDICA 1.4 LE,20150101,2015,TATA INDICA 1.4 LE 2015
30248,TATA,TATA INDICA 1.4 LE LTD,20071001,2007,TATA INDICA 1.4 LE LTD 2007
30249,TATA,TATA INDICA 1.4 LE LTD,20080101,2008,TATA INDICA 1.4 LE LTD 2008
30250,TATA,TATA INDICA 1.4 LE LTD,20090101,2009,TATA INDICA 1.4 LE LTD 2009
30251,TATA,TATA INDICA 1.4 LE LTD,20100101,2010,TATA INDICA 1.4 LE LTD 2010
30252,TATA,TATA INDICA 1.4 LE LTD,20110101,2011,TATA INDICA 1.4 LE LTD 2011
30253,TATA,TATA INDICA 1.4 LE LTD,20120101,2012,TATA INDICA 1.4 LE LTD 2012
30254,TATA,TATA INDICA 1.4 LE LTD,20130101,2013,TATA INDICA 1.4 LE LTD 2013
30255,TATA,TATA INDICA 1.4 LE LTD,20140101,2014,TATA INDICA 1.4 LE LTD 2014
30256,TATA,TATA INDICA 1.4 LE LTD,20150101,2015,TATA INDICA 1.4 LE LTD 2015
30257,TATA,TATA INDICA 1.4 LEI,20041201,2004,TATA INDICA 1.4 LEI 2004
30258,TATA,TATA INDICA 1.4 LEI,20050101,2005,TATA INDICA 1.4 LEI 2005
30259,TATA,TATA INDICA 1.4 LEI,20060101,2006,TATA INDICA 1.4 LEI 2006
30260,TATA,TATA INDICA 1.4 LEI,20070101,2007,TATA INDICA 1.4 LEI 2007
30261,TATA,TATA INDICA 1.4 LEI,20080101,2008,TATA INDICA 1.4 LEI 2008
30262,TATA,TATA INDICA 1.4 LEI,20090101,2009,TATA INDICA 1.4 LEI 2009
30263,TATA,TATA INDICA 1.4 LEI,20100101,2010,TATA INDICA 1.4 LEI 2010
30264,TATA,TATA INDICA 1.4 LEI,20110101,2011,TATA INDICA 1.4 LEI 2011
30265,TATA,TATA INDICA 1.4 LSI,20041201,2004,TATA INDICA 1.4 LSI 2004
30266,TATA,TATA INDICA 1.4 LSI,20050101,2005,TATA INDICA 1.4 LSI 2005
30267,TATA,TATA INDICA 1.4 LSI,20060101,2006,TATA INDICA 1.4 LSI 2006
30268,TATA,TATA INDICA 1.4 LSI,20070101,2007,TATA INDICA 1.4 LSI 2007
30269,TATA,TATA INDICA 1.4 LSI,20080101,2008,TATA INDICA 1.4 LSI 2008
30270,TATA,TATA INDICA 1.4 LSI,20090101,2009,TATA INDICA 1.4 LSI 2009
30271,TATA,TATA INDICA 1.4 LSI,20100101,2010,TATA INDICA 1.4 LSI 2010
30272,TATA,TATA INDICA 1.4 LSI,20110101,2011,TATA INDICA 1.4 LSI 2011
30273,TATA,TATA INDICA 1.4 LSI,20120101,2012,TATA INDICA 1.4 LSI 2012
30274,TATA,TATA INDICA 1.4 LSI,20130101,2013,TATA INDICA 1.4 LSI 2013
30275,TATA,TATA INDICA 1.4 LX,20041201,2004,TATA INDICA 1.4 LX 2004
30276,TATA,TATA INDICA 1.4 LX,20050101,2005,TATA INDICA 1.4 LX 2005
30277,TATA,TATA INDICA 1.4 LX,20060101,2006,TATA INDICA 1.4 LX 2006
30278,TATA,TATA INDICA 1.4 LX,20070101,2007,TATA INDICA 1.4 LX 2007
30279,TATA,TATA INDICA 1.4 LX,20080101,2008,TATA INDICA 1.4 LX 2008
30280,TATA,TATA INDICA 1.4 LX,20090101,2009,TATA INDICA 1.4 LX 2009
30281,TATA,TATA INDICA 1.4 LX,20100101,2010,TATA INDICA 1.4 LX 2010
30282,TATA,TATA INDICA 1.4 LX,20110101,2011,TATA INDICA 1.4 LX 2011
30283,TATA,TATA INDICA 1.4 LXI,20041201,2004,TATA INDICA 1.4 LXI 2004
30284,TATA,TATA INDICA 1.4 LXI,20050101,2005,TATA INDICA 1.4 LXI 2005
30285,TATA,TATA INDICA 1.4 LXI,20060101,2006,TATA INDICA 1.4 LXI 2006
30286,TATA,TATA INDICA 1.4 LXI,20070101,2007,TATA INDICA 1.4 LXI 2007
30287,TATA,TATA INDICA 1.4 LXI,20080101,2008,TATA INDICA 1.4 LXI 2008
30288,TATA,TATA INDICA 1.4 LXI,20090101,2009,TATA INDICA 1.4 LXI 2009
30289,TATA,TATA INDICA 1.4 LXI,20100101,2010,TATA INDICA 1.4 LXI 2010
30290,TATA,TATA INDICA 1.4 LXI,20110101,2011,TATA INDICA 1.4 LXI 2011
30291,TATA,TATA INDICA 1.4 DLS,20060301,2006,TATA INDICA 1.4 DLS 2006
30292,TATA,TATA INDICA 1.4 DLS,20070101,2007,TATA INDICA 1.4 DLS 2007
30293,TATA,TATA INDICA 1.4 DLS,20080101,2008,TATA INDICA 1.4 DLS 2008
30294,TATA,TATA INDICA 1.4 DLS,20090101,2009,TATA INDICA 1.4 DLS 2009
30295,TATA,TATA INDICA 1.4 DLS,20100101,2010,TATA INDICA 1.4 DLS 2010
30296,TATA,TATA INDICA 1.4 DLS,20110101,2011,TATA INDICA 1.4 DLS 2011
30297,TATA,TATA INDICA 1.4 DLX,20060301,2006,TATA INDICA 1.4 DLX 2006
30298,TATA,TATA INDICA 1.4 DLX,20070101,2007,TATA INDICA 1.4 DLX 2007
30299,TATA,TATA INDICA 1.4 DLX,20080101,2008,TATA INDICA 1.4 DLX 2008
30300,TATA,TATA INDICA 1.4 DLX,20090101,2009,TATA INDICA 1.4 DLX 2009
30301,TATA,TATA INDICA 1.4 DLX,20100101,2010,TATA INDICA 1.4 DLX 2010
30302,TATA,TATA INDICA 1.4 DLX,20110101,2011,TATA INDICA 1.4 DLX 2011
30303,TATA,TATA INDICA VISTA 1.4 INI BOUNCE,20140101,2014,TATA INDICA VISTA 1.4 INI BOUNCE 2014
30304,TATA,TATA INDICA VISTA 1.4 INI BOUNCE,20150101,2015,TATA INDICA VISTA 1.4 INI BOUNCE 2015
30305,TATA,TATA INDICA VISTA 1.4 INI EGO,20101101,2010,TATA INDICA VISTA 1.4 INI EGO 2010
30306,TATA,TATA INDICA VISTA 1.4 INI EGO,20110101,2011,TATA INDICA VISTA 1.4 INI EGO 2011
30307,TATA,TATA INDICA VISTA 1.4 INI EGO,20120101,2012,TATA INDICA VISTA 1.4 INI EGO 2012
30308,TATA,TATA INDICA VISTA 1.4 INI EGO,20130101,2013,TATA INDICA VISTA 1.4 INI EGO 2013
30309,TATA,TATA INDICA VISTA 1.4 INI,20091001,2009,TATA INDICA VISTA 1.4 INI 2009
30310,TATA,TATA INDICA VISTA 1.4 INI,20100101,2010,TATA INDICA VISTA 1.4 INI 2010
30311,TATA,TATA INDICA VISTA 1.4 AURA,20091001,2009,TATA INDICA VISTA 1.4 AURA 2009
30312,TATA,TATA INDICA VISTA 1.4 AURA,20100101,2010,TATA INDICA VISTA 1.4 AURA 2010
30313,TATA,TATA INDICA VISTA 1.4 AURA,20110101,2011,TATA INDICA VISTA 1.4 AURA 2011
30314,TATA,TATA INDICA VISTA 1.4 AURA,20120101,2012,TATA INDICA VISTA 1.4 AURA 2012
30315,TATA,TATA INDICA VISTA 1.4 AURA,20130101,2013,TATA INDICA VISTA 1.4 AURA 2013
30316,TATA,TATA INDICA VISTA 1.4 AURA,20140101,2014,TATA INDICA VISTA 1.4 AURA 2014
30317,TATA,TATA INDICA VISTA 1.4 AURA,20150101,2015,TATA INDICA VISTA 1.4 AURA 2015
30318,TATA,TATA INDICA VISTA 1.4 IGNIS,20091001,2009,TATA INDICA VISTA 1.4 IGNIS 2009
30319,TATA,TATA INDICA VISTA 1.4 IGNIS,20100101,2010,TATA INDICA VISTA 1.4 IGNIS 2010
30320,TATA,TATA INDICA VISTA 1.4 IGNIS,20110101,2011,TATA INDICA VISTA 1.4 IGNIS 2011
30321,TATA,TATA INDICA VISTA 1.4 IGNIS,20120101,2012,TATA INDICA VISTA 1.4 IGNIS 2012
30322,TATA,TATA INDICA VISTA 1.4 IGNIS,20130101,2013,TATA INDICA VISTA 1.4 IGNIS 2013
30323,TATA,TATA INDICA VISTA 1.4 IGNIS,20140101,2014,TATA INDICA VISTA 1.4 IGNIS 2014
30324,TATA,TATA INDICA VISTA 1.4 IGNIS,20150101,2015,TATA INDICA VISTA 1.4 IGNIS 2015
30325,TATA,TATA INDIGO 1.4 GLS,20041201,2004,TATA INDIGO 1.4 GLS 2004
30326,TATA,TATA INDIGO 1.4 GLS,20050101,2005,TATA INDIGO 1.4 GLS 2005
30327,TATA,TATA INDIGO 1.4 GLS,20060101,2006,TATA INDIGO 1.4 GLS 2006
30328,TATA,TATA INDIGO 1.4 GLS,20070101,2007,TATA INDIGO 1.4 GLS 2007
30329,TATA,TATA INDIGO 1.4 GLS,20080101,2008,TATA INDIGO 1.4 GLS 2008
30330,TATA,TATA INDIGO 1.4 GLS,20090101,2009,TATA INDIGO 1.4 GLS 2009
30331,TATA,TATA INDIGO 1.4 GLS,20100101,2010,TATA INDIGO 1.4 GLS 2010
30332,TATA,TATA INDIGO 1.4 GLS,20110101,2011,TATA INDIGO 1.4 GLS 2011
30333,TATA,TATA INDIGO 1.4 GLS,20120101,2012,TATA INDIGO 1.4 GLS 2012
30334,TATA,TATA INDIGO 1.4 GLS,20130101,2013,TATA INDIGO 1.4 GLS 2013
30335,TATA,TATA INDIGO 1.4 GLX,20041201,2004,TATA INDIGO 1.4 GLX 2004
30336,TATA,TATA INDIGO 1.4 GLX,20050101,2005,TATA INDIGO 1.4 GLX 2005
30337,TATA,TATA INDIGO 1.4 GLX,20060801,2006,TATA INDIGO 1.4 GLX 2006
30338,TATA,TATA INDIGO 1.4 GLX,20070101,2007,TATA INDIGO 1.4 GLX 2007
30339,TATA,TATA INDIGO 1.4 GLX,20080101,2008,TATA INDIGO 1.4 GLX 2008
30340,TATA,TATA INDIGO 1.4 GLX,20090101,2009,TATA INDIGO 1.4 GLX 2009
30341,TATA,TATA INDIGO 1.4 GLX,20100101,2010,TATA INDIGO 1.4 GLX 2010
30342,TATA,TATA INDIGO 1.4 GLX,20110101,2011,TATA INDIGO 1.4 GLX 2011
30343,TATA,TATA INDIGO 1.4 GSX,20060801,2006,TATA INDIGO 1.4 GSX 2006
30344,TATA,TATA INDIGO 1.4 GSX,20070101,2007,TATA INDIGO 1.4 GSX 2007
30345,TATA,TATA INDIGO 1.4 GSX,20080101,2008,TATA INDIGO 1.4 GSX 2008
30346,TATA,TATA INDIGO 1.4 GSX,20090101,2009,TATA INDIGO 1.4 GSX 2009
30347,TATA,TATA INDIGO 1.4 GSX,20100101,2010,TATA INDIGO 1.4 GSX 2010
30348,TATA,TATA INDIGO 1.4 GSX,20110101,2011,TATA INDIGO 1.4 GSX 2011
30349,TATA,TATA INDIGO 1.4 MANZA INI,20120801,2012,TATA INDIGO 1.4 MANZA INI 2012
30350,TATA,TATA INDIGO 1.4 MANZA INI,20130101,2013,TATA INDIGO 1.4 MANZA INI 2013
30351,TATA,TATA INDIGO 1.4 MANZA INI,20140101,2014,TATA INDIGO 1.4 MANZA INI 2014
30352,TATA,TATA INDIGO 1.4 MANZA INI,20150101,2015,TATA INDIGO 1.4 MANZA INI 2015
30353,TATA,TATA INDIGO 1.4 MANZA IGNIS,20120801,2012,TATA INDIGO 1.4 MANZA IGNIS 2012
30354,TATA,TATA INDIGO 1.4 MANZA IGNIS,20130101,2013,TATA INDIGO 1.4 MANZA IGNIS 2013
30355,TATA,TATA INDIGO 1.4 MANZA IGNIS,20140101,2014,TATA INDIGO 1.4 MANZA IGNIS 2014
30356,TATA,TATA INDIGO 1.4 MANZA IGNIS,20150101,2015,TATA INDIGO 1.4 MANZA IGNIS 2015
30357,TATA,TATA INDIGO 1.4 GLS S/W,20050801,2005,TATA INDIGO 1.4 GLS S/W 2005
30358,TATA,TATA INDIGO 1.4 GLS S/W,20060101,2006,TATA INDIGO 1.4 GLS S/W 2006
30359,TATA,TATA INDIGO 1.4 GLS S/W,20070101,2007,TATA INDIGO 1.4 GLS S/W 2007
30360,TATA,TATA INDIGO 1.4 GLS S/W,20080101,2008,TATA INDIGO 1.4 GLS S/W 2008
30361,TATA,TATA INDIGO 1.4 GLS S/W,20090101,2009,TATA INDIGO 1.4 GLS S/W 2009
30362,TATA,TATA INDIGO 1.4 GLS S/W,20100101,2010,TATA INDIGO 1.4 GLS S/W 2010
30363,TATA,TATA INDIGO 1.4 GLS S/W,20110101,2011,TATA INDIGO 1.4 GLS S/W 2011
30364,TATA,TATA INDIGO 1.4 GLX S/W,20050801,2005,TATA INDIGO 1.4 GLX S/W 2005
30365,TATA,TATA INDIGO 1.4 GLX S/W,20060101,2006,TATA INDIGO 1.4 GLX S/W 2006
30366,TATA,TATA INDIGO 1.4 GLX S/W,20070101,2007,TATA INDIGO 1.4 GLX S/W 2007
30367,TATA,TATA INDIGO 1.4 GLX S/W,20080101,2008,TATA INDIGO 1.4 GLX S/W 2008
30368,TATA,TATA INDIGO 1.4 GLX S/W,20090101,2009,TATA INDIGO 1.4 GLX S/W 2009
30369,TATA,TATA INDIGO 1.4 GLX S/W,20100101,2010,TATA INDIGO 1.4 GLX S/W 2010
30370,TATA,TATA INDIGO 1.4 GLX S/W,20110101,2011,TATA INDIGO 1.4 GLX S/W 2011
30371,TATA,TATA INDIGO 1.4 DLX S/W,20060301,2006,TATA INDIGO 1.4 DLX S/W 2006
30372,TATA,TATA INDIGO 1.4 DLX S/W,20070101,2007,TATA INDIGO 1.4 DLX S/W 2007
30373,TATA,TATA INDIGO 1.4 DLX S/W,20080101,2008,TATA INDIGO 1.4 DLX S/W 2008
30374,TATA,TATA INDIGO 1.4 DLX S/W,20090101,2009,TATA INDIGO 1.4 DLX S/W 2009
30375,TATA,TATA INDIGO 1.4 DLX S/W,20100101,2010,TATA INDIGO 1.4 DLX S/W 2010
30376,TATA,TATA INDIGO 1.4 DLX S/W,20110101,2011,TATA INDIGO 1.4 DLX S/W 2011
30377,TATA,TATA BOLT 1.2T XMS 5DR,20150801,2015,TATA BOLT 1.2T XMS 5DR 2015
30378,TATA,TATA BOLT 1.2T XT 5DR,20150801,2015,TATA BOLT 1.2T XT 5DR 2015
30379,TATA,TATA BOLT 1.2T XMS,20150801,2015,TATA BOLT 1.2T XMS 2015
30380,TATA,TATA BOLT 1.2T XT,20150801,2015,TATA BOLT 1.2T XT 2015
30381,TATA,TATA SUPER ACE 1.4 TCIC DLS P/U D/S,20120901,2012,TATA SUPER ACE 1.4 TCIC DLS P/U D/S 2012
30382,TATA,TATA SUPER ACE 1.4 TCIC DLS P/U D/S,20130101,2013,TATA SUPER ACE 1.4 TCIC DLS P/U D/S 2013
30383,TATA,TATA SUPER ACE 1.4 TCIC DLS P/U D/S,20140101,2014,TATA SUPER ACE 1.4 TCIC DLS P/U D/S 2014
30384,TATA,TATA SUPER ACE 1.4 TCIC DLS P/U D/S,20150101,2015,TATA SUPER ACE 1.4 TCIC DLS P/U D/S 2015
30385,TATA,TATA SUPER ACE 1.4 TCIC DLE P/U D/S,20120901,2012,TATA SUPER ACE 1.4 TCIC DLE P/U D/S 2012
30386,TATA,TATA SUPER ACE 1.4 TCIC DLE P/U D/S,20130101,2013,TATA SUPER ACE 1.4 TCIC DLE P/U D/S 2013
30387,TATA,TATA SUPER ACE 1.4 TCIC DLE P/U D/S,20140101,2014,TATA SUPER ACE 1.4 TCIC DLE P/U D/S 2014
30388,TATA,TATA SUPER ACE 1.4 TCIC DLE P/U D/S,20150101,2015,TATA SUPER ACE 1.4 TCIC DLE P/U D/S 2015
30389,TATA,TATA TELCOLINE 2.0 TDI P/U S/C,20040801,2004,TATA TELCOLINE 2.0 TDI P/U S/C 2004
30390,TATA,TATA TELCOLINE 2.0 TDI P/U S/C,20050101,2005,TATA TELCOLINE 2.0 TDI P/U S/C 2005
30391,TATA,TATA TELCOLINE 2.0 TDI P/U S/C,20060101,2006,TATA TELCOLINE 2.0 TDI P/U S/C 2006
30392,TATA,TATA TELCOLINE 2.0 TDI P/U S/C,20070101,2007,TATA TELCOLINE 2.0 TDI P/U S/C 2007
30393,TATA,TATA TELCOLINE 2.0 TDI P/U S/C,20080101,2008,TATA TELCOLINE 2.0 TDI P/U S/C 2008
30394,TATA,TATA TELCOLINE 2.0 TDI P/U S/C,20090101,2009,TATA TELCOLINE 2.0 TDI P/U S/C 2009
30395,TATA,TATA TELCOLINE 2.0 TDI P/U S/C,20100101,2010,TATA TELCOLINE 2.0 TDI P/U S/C 2010
30396,TATA,TATA TELCOLINE 2.0 TDI A/C P/U S/C,20070101,2007,TATA TELCOLINE 2.0 TDI A/C P/U S/C 2007
30397,TATA,TATA TELCOLINE 2.0 TDI A/C P/U S/C,20080101,2008,TATA TELCOLINE 2.0 TDI A/C P/U S/C 2008
30398,TATA,TATA TELCOLINE 2.0 TDI A/C P/U S/C,20090101,2009,TATA TELCOLINE 2.0 TDI A/C P/U S/C 2009
30399,TATA,TATA TELCOLINE 2.0 TDI A/C P/U S/C,20100101,2010,TATA TELCOLINE 2.0 TDI A/C P/U S/C 2010
30400,TATA,TATA TELCOLINE 2.0 TDI 4X4 P/U S/C,20040801,2004,TATA TELCOLINE 2.0 TDI 4X4 P/U S/C 2004
30401,TATA,TATA TELCOLINE 2.0 TDI 4X4 P/U S/C,20050101,2005,TATA TELCOLINE 2.0 TDI 4X4 P/U S/C 2005
30402,TATA,TATA TELCOLINE 2.0 TDI 4X4 P/U S/C,20060101,2006,TATA TELCOLINE 2.0 TDI 4X4 P/U S/C 2006
